GISJOIN,YEAR,COUNTY,POPULATION
G4802090,1950,Hays,17840
G4802110,1950,Hemphill,4123
G4802130,1950,Henderson,23405
G4802150,1950,Hidalgo,160446
G4802170,1950,Hill,31282
G4802190,1950,Hockley,20407
G4802210,1950,Hood,5287
G4802230,1950,Hopkins,23490
G4802250,1950,Houston,22825
G4802270,1950,Howard,26722
G4802290,1950,Hudspeth,4298
G4802310,1950,Hunt,42731
G4802330,1950,Hutchinson,31580
G4802350,1950,Irion,1590
G4802370,1950,Jack,7755
G4802390,1950,Jackson,12916
G4802410,1950,Jasper,20049
G4802430,1950,Jeff Davis,2090
G4802450,1950,Jefferson,195083
G4802470,1950,Jim Hogg,5389
G4802490,1950,Jim Wells,27991
G4802510,1950,Johnson,31390
G4802530,1950,Jones,22147
G4802550,1950,Karnes,17139
G4802570,1950,Kaufman,31170
G4802590,1950,Kendall,5423
G4802610,1950,Kenedy,632
G4802630,1950,Kent,2249
G4802650,1950,Kerr,14022
G4802670,1950,Kimble,4619
G4802690,1950,King,870
G4802710,1950,Kinney,2668
G4802730,1950,Kleberg,21991
G4802750,1950,Knox,10082
G4802770,1950,Lamar,43033
G4802790,1950,Lamb,20015
G4802810,1950,Lampasas,9929
G4802830,1950,La Salle,7485
G4802850,1950,Lavaca,22159
G4802870,1950,Lee,10144
G4802890,1950,Leon,12024
G4802910,1950,Liberty,26729
G4802930,1950,Limestone,25251
G4802950,1950,Lipscomb,3658
G4802970,1950,Live Oak,9054
G4802990,1950,Llano,5377
G4803010,1950,Loving,227
G4803030,1950,Lubbock,101048
G4803050,1950,Lynn,11030
G4803070,1950,McCulloch,11701
G4803090,1950,McLennan,130194
G4803110,1950,McMullen,1187
G4803130,1950,Madison,7996
G4803150,1950,Marion,10172
G4803170,1950,Martin,5541
G4803190,1950,Mason,4945
G4803210,1950,Matagorda,21559
G4803230,1950,Maverick,12292
G4803250,1950,Medina,17013
G4803270,1950,Menard,4175
G4803290,1950,Midland,25785
G4803310,1950,Milam,23585
G4803330,1950,Mills,5999
G4803350,1950,Mitchell,14357
G4803370,1950,Montague,17070
G4803390,1950,Montgomery,24504
G4803410,1950,Moore,13349
G4803430,1950,Morris,9433
G4803450,1950,Motley,3963
G4803470,1950,Nacogdoches,30326
G4803490,1950,Navarro,39916
G4803510,1950,Newton,10832
G4803530,1950,Nolan,19808
G4803550,1950,Nueces,165471
G4803570,1950,Ochiltree,6024
G4803590,1950,Oldham,1672
G4803610,1950,Orange,40567
G4803630,1950,Palo Pinto,17154
G4803650,1950,Panola,19250
G4803670,1950,Parker,21528
G4803690,1950,Parmer,5787
G4803710,1950,Pecos,9939
G4803730,1950,Polk,16194
G4803750,1950,Potter,73366
G4803770,1950,Presidio,7354
G4803790,1950,Rains,4266
G4803810,1950,Randall,13774
G4803830,1950,Reagan,3127
G4803850,1950,Real,2479
G4803870,1950,Red River,21851
G4803890,1950,Reeves,11745
G4803910,1950,Refugio,10113
G4803930,1950,Roberts,1031
G4803950,1950,Robertson,19908
G4803970,1950,Rockwall,6156
G4803990,1950,Runnels,16771
G4804010,1950,Rusk,42348
G4804030,1950,Sabine,8568
G4804050,1950,San Augustine,8837
G4804070,1950,San Jacinto,7172
G4804090,1950,San Patricio,35842
G4804110,1950,San Saba,8666
G4804130,1950,Schleicher,2852
G4804150,1950,Scurry,22779
G4804170,1950,Shackelford,5001
G4804190,1950,Shelby,23479
G4804210,1950,Sherman,2443
G4804230,1950,Smith,74701
G4804250,1950,Somervell,2542
G4804270,1950,Starr,13948
G4804290,1950,Stephens,10597
G4804310,1950,Sterling,1282
G4804330,1950,Stonewall,3679
G4804350,1950,Sutton,3746
G4804370,1950,Swisher,8249
G4804390,1950,Tarrant,361253
G4804410,1950,Taylor,63370
G4804430,1950,Terrell,3189
G4804450,1950,Terry,13107
G4804470,1950,Throckmorton,3618
G4804490,1950,Titus,17302
G4804510,1950,Tom Green,58929
G4804530,1950,Travis,160980
G4804550,1950,Trinity,10040
G4804570,1950,Tyler,11292
G4804590,1950,Upshur,20822
G4804610,1950,Upton,5307
G4804630,1950,Uvalde,16015
G4804650,1950,Val Verde,16635
G4804670,1950,Van Zandt,22593
G4804690,1950,Victoria,31241
G4804710,1950,Walker,20163
G4804730,1950,Waller,11961
G4804750,1950,Ward,13346
G4804770,1950,Washington,20542
G4804790,1950,Webb,56141
G4804810,1950,Wharton,36077
G4804830,1950,Wheeler,10317
G4804850,1950,Wichita,98493
G4804870,1950,Wilbarger,20552
G4804890,1950,Willacy,20920
G4804910,1950,Williamson,38853
G4804930,1950,Wilson,14672
G4804950,1950,Winkler,10064
G4804970,1950,Wise,16141
G4804990,1950,Wood,21308
G4805010,1950,Yoakum,4339
G4805030,1950,Young,16810
G4805050,1950,Zapata,4405
G4805070,1950,Zavala,11201
G4900010,1950,Beaver,4856
G4900030,1950,Box Elder,19734
G4900050,1950,Cache,33536
G4900070,1950,Carbon,24901
G4900090,1950,Daggett,364
G4900110,1950,Davis,30867
G4900130,1950,Duchesne,8134
G4900150,1950,Emery,6304
G4900170,1950,Garfield,4151
G4900190,1950,Grand,1903
G4900210,1950,Iron,9642
G4900230,1950,Juab,5981
G4900250,1950,Kane,2299
G4900270,1950,Millard,9387
G4900290,1950,Morgan,2519
G4900310,1950,Piute,1911
G4900330,1950,Rich,1673
G4900350,1950,Salt Lake,274895
G4900370,1950,San Juan,5315
G4900390,1950,Sanpete,13891
G4900410,1950,Sevier,12072
G4900430,1950,Summit,6745
G4900450,1950,Tooele,14636
G4900470,1950,Uintah,10300
G4900490,1950,Utah,81912
G4900510,1950,Wasatch,5574
G4900530,1950,Washington,9836
G4900550,1950,Wayne,2205
G4900570,1950,Weber,83319
G5000010,1950,Addison,19442
G5000030,1950,Bennington,24115
G5000050,1950,Caledonia,24049
G5000070,1950,Chittenden,62570
G5000090,1950,Essex,6257
G5000110,1950,Franklin,29894
G5000130,1950,Grand Isle,3406
G5000150,1950,Lamoille,11388
G5000170,1950,Orange,17027
G5000190,1950,Orleans,21190
G5000210,1950,Rutland,45905
G5000230,1950,Washington,42870
G5000250,1950,Windham,28749
G5000270,1950,Windsor,40885
G5100010,1950,Accomack,33832
G5100030,1950,Albemarle,26662
G5100050,1950,Alleghany,23139
G5100070,1950,Amelia,7908
G5100090,1950,Amherst,20332
G5100110,1950,Appomattox,8764
G5100130,1950,Arlington,135449
G5100150,1950,Augusta,34154
G5100170,1950,Bath,6296
G5100190,1950,Bedford,29627
G5100210,1950,Bland,6436
G5100230,1950,Botetourt,15766
G5100250,1950,Brunswick,20136
G5100270,1950,Buchanan,35748
G5100290,1950,Buckingham,12288
G5100310,1950,Campbell,28877
G5100330,1950,Caroline,12471
G5100350,1950,Carroll,26695
G5100360,1950,Charles City,4676
G5100370,1950,Charlotte,14057
G5100410,1950,Chesterfield,40400
G5100430,1950,Clarke,7074
G5100450,1950,Craig,3452
G5100470,1950,Culpeper,13242
G5100490,1950,Cumberland,7252
G5100510,1950,Dickenson,23393
G5100530,1950,Dinwiddie,18839
G5100550,1950,Elizabeth City,55028
G5100570,1950,Essex,6530
G5100590,1950,Fairfax,98557
G5100610,1950,Fauquier,21248
G5100630,1950,Floyd,11351
G5100650,1950,Fluvanna,7121
G5100670,1950,Franklin,24560
G5100690,1950,Frederick,17537
G5100710,1950,Giles,18956
G5100730,1950,Gloucester,10343
G5100750,1950,Goochland,8934
G5100770,1950,Grayson,21379
G5100790,1950,Greene,4745
G5100810,1950,Greensville,16319
G5100830,1950,Halifax,41442
G5100850,1950,Hanover,21985
G5100870,1950,Henrico,57340
G5100890,1950,Henry,31219
G5100910,1950,Highland,4069
G5100930,1950,Isle Of Wight,14906
G5100950,1950,James City,6317
G5100970,1950,King And Queen,6299
G5100990,1950,King George,6710
G5101010,1950,King William,7589
G5101030,1950,Lancaster,8640
G5101050,1950,Lee,36106
G5101070,1950,Loudoun,21147
G5101090,1950,Louisa,12826
G5101110,1950,Lunenburg,14116
G5101130,1950,Madison,8273
G5101150,1950,Mathews,7148
G5101170,1950,Mecklenburg,33497
G5101190,1950,Middlesex,6715
G5101210,1950,Montgomery,29780
G5101230,1950,Nansemond,25238
G5101250,1950,Nelson,14042
G5101270,1950,New Kent,3995
G5101290,1950,Norfolk,99937
G5101310,1950,Northampton,17300
G5101330,1950,Northumberland,10012
G5101350,1950,Nottoway,15479
G5101370,1950,Orange,12755
G5101390,1950,Page,15152
G5101410,1950,Patrick,15642
G5101430,1950,Pittsylvania,66096
G5101450,1950,Powhatan,5556
G5101470,1950,Prince Edward,15398
G5101490,1950,Prince George,19679
G5101510,1950,Princess Anne,42277
G5101530,1950,Prince William,22612
G5101550,1950,Pulaski,27758
G5101570,1950,Rappahannock,6112
G5101590,1950,Richmond,6189
G5101610,1950,Roanoke,41486
G5101630,1950,Rockbridge,23359
G5101650,1950,Rockingham,35079
G5101670,1950,Russell,26818
G5101690,1950,Scott,27640
G5101710,1950,Shenandoah,21169
G5101730,1950,Smyth,30187
G5101750,1950,Southampton,26522
G5101770,1950,Spotsylvania,11920
G5101790,1950,Stafford,11902
G5101810,1950,Surry,6220
G5101830,1950,Sussex,12785
G5101850,1950,Tazewell,47512
G5101870,1950,Warren,14801
G5101890,1950,Warwick,39875
G5101910,1950,Washington,37536
G5101930,1950,Westmoreland,10148
G5101950,1950,Wise,56336
G5101970,1950,Wythe,23327
G5101990,1950,York,11750
G5105100,1950,Alexandria City,61787
G5105200,1950,Bristol City,15954
G5105300,1950,Buena Vista City,5214
G5105400,1950,Charlottesville City,25969
G5105600,1950,Clifton Forge City,5795
G5105700,1950,Colonial Heights City,6077
G5105900,1950,Danville City,35066
G5106100,1950,Falls Church City,7535
G5106300,1950,Fredericksburg City,12158
G5106500,1950,Hampton City,5966
G5106600,1950,Harrisonburg City,10810
G5106700,1950,Hopewell City,10219
G5106800,1950,Lynchburg City,47727
G5106900,1950,Martinsville City,17251
G5107000,1950,Newport News City,42358
G5107100,1950,Norfolk City,213513
G5107300,1950,Petersburg City,35054
G5107400,1950,Portsmouth City,80039
G5107500,1950,Radford City,9026
G5107600,1950,Richmond City,230310
G5107700,1950,Roanoke City,91921
G5107805,1950,South Norfolk City,10434
G5107900,1950,Staunton City,19927
G5108000,1950,Suffolk City,12339
G5108200,1950,Waynesboro City,12357
G5108300,1950,Williamsburg City,6735
G5108400,1950,Winchester City,13841
G5108999,1950,Independent Cities [multi-city reporting area],*
G5300010,1950,Adams,6584
G5300030,1950,Asotin,10878
G5300050,1950,Benton,51370
G5300070,1950,Chelan,39301
G5300090,1950,Clallam,26396
G5300110,1950,Clark,85307
G5300130,1950,Columbia,4860
G5300150,1950,Cowlitz,53369
G5300170,1950,Douglas,10817
G5300190,1950,Ferry,4096
G5300210,1950,Franklin,13563
G5300230,1950,Garfield,3204
G5300250,1950,Grant,24346
G5300270,1950,Grays Harbor,53644
G5300290,1950,Island,11079
G5300310,1950,Jefferson,11618
G5300330,1950,King,732992
G5300350,1950,Kitsap,75724
G5300370,1950,Kittitas,22235
G5300390,1950,Klickitat,12049
G5300410,1950,Lewis,43755
G5300430,1950,Lincoln,10970
G5300450,1950,Mason,15022
G5300470,1950,Okanogan,29131
G5300490,1950,Pacific,16558
G5300510,1950,Pend Oreille,7413
G5300530,1950,Pierce,275876
G5300550,1950,San Juan,3245
G5300570,1950,Skagit,43273
G5300590,1950,Skamania,4788
G5300610,1950,Snohomish,111580
G5300630,1950,Spokane,221561
G5300650,1950,Stevens,18580
G5300670,1950,Thurston,44884
G5300690,1950,Wahkiakum,3835
G5300710,1950,Walla Walla,40135
G5300730,1950,Whatcom,66733
G5300750,1950,Whitman,32469
G5300770,1950,Yakima,135723
G5400010,1950,Barbour,19745
G5400030,1950,Berkeley,30359
G5400050,1950,Boone,33173
G5400070,1950,Braxton,18082
G5400090,1950,Brooke,26904
G5400110,1950,Cabell,108035
G5400130,1950,Calhoun,10259
G5400150,1950,Clay,14961
G5400170,1950,Doddridge,9026
G5400190,1950,Fayette,82443
G5400210,1950,Gilmer,9746
G5400230,1950,Grant,8756
G5400250,1950,Greenbrier,39295
G5400270,1950,Hampshire,12577
G5400290,1950,Hancock,34388
G5400310,1950,Hardy,10032
G5400330,1950,Harrison,85296
G5400350,1950,Jackson,15299
G5400370,1950,Jefferson,17184
G5400390,1950,Kanawha,239629
G5400410,1950,Lewis,21074
G5400430,1950,Lincoln,22466
G5400450,1950,Logan,77391
G5400470,1950,McDowell,98887
G5400490,1950,Marion,71521
G5400510,1950,Marshall,36893
G5400530,1950,Mason,23537
G5400550,1950,Mercer,75013
G5400570,1950,Mineral,22333
G5400590,1950,Mingo,47409
G5400610,1950,Monongalia,60797
G5400630,1950,Monroe,13123
G5400650,1950,Morgan,8276
G5400670,1950,Nicholas,27696
G5400690,1950,Ohio,71672
G5400710,1950,Pendleton,9313
G5400730,1950,Pleasants,6369
G5400750,1950,Pocahontas,12480
G5400770,1950,Preston,31399
G5400790,1950,Putnam,21021
G5400810,1950,Raleigh,96273
G5400830,1950,Randolph,30558
G5400850,1950,Ritchie,12535
G5400870,1950,Roane,18408
G5400890,1950,Summers,19183
G5400910,1950,Taylor,18422
G5400930,1950,Tucker,10600
G5400950,1950,Tyler,10535
G5400970,1950,Upshur,19242
G5400990,1950,Wayne,38696
G5401010,1950,Webster,17888
G5401030,1950,Wetzel,20154
G5401050,1950,Wirt,5119
G5401070,1950,Wood,66540
G5401090,1950,Wyoming,37540
G5500010,1950,Adams,7906
G5500030,1950,Ashland,19461
G5500050,1950,Barron,34703
G5500070,1950,Bayfield,13760
G5500090,1950,Brown,98314
G5500110,1950,Buffalo,14719
G5500130,1950,Burnett,10236
G5500150,1950,Calumet,18840
G5500170,1950,Chippewa,42839
G5500190,1950,Clark,32459
G5500210,1950,Columbia,34023
G5500230,1950,Crawford,17652
G5500250,1950,Dane,169357
G5500270,1950,Dodge,57611
G5500290,1950,Door,20870
G5500310,1950,Douglas,46715
G5500330,1950,Dunn,27341
G5500350,1950,Eau Claire,54187
G5500370,1950,Florence,3756
G5500390,1950,Fond du Lac,67829
G5500410,1950,Forest,9437
G5500430,1950,Grant,41460
G5500450,1950,Green,24172
G5500470,1950,Green Lake,14749
G5500490,1950,Iowa,19610
G5500510,1950,Iron,8714
G5500530,1950,Jackson,16073
G5500550,1950,Jefferson,43069
G5500570,1950,Juneau,18930
G5500590,1950,Kenosha,75238
G5500610,1950,Kewaunee,17366
G5500630,1950,La Crosse,67587
G5500650,1950,Lafayette,18137
G5500670,1950,Langlade,21975
G5500690,1950,Lincoln,22235
G5500710,1950,Manitowoc,67159
G5500730,1950,Marathon,80337
G5500750,1950,Marinette,35748
G5500770,1950,Marquette,8839
G5500790,1950,Milwaukee,871047
G5500810,1950,Monroe,31378
G5500830,1950,Oconto,26238
G5500850,1950,Oneida,20648
G5500870,1950,Outagamie,81722
G5500890,1950,Ozaukee,23361
G5500910,1950,Pepin,7462
G5500930,1950,Pierce,21448
G5500950,1950,Polk,24944
G5500970,1950,Portage,34858
G5500990,1950,Price,16344
G5501010,1950,Racine,109585
G5501030,1950,Richland,19245
G5501050,1950,Rock,92778
G5501070,1950,Rusk,16790
G5501090,1950,St Croix,25905
G5501110,1950,Sauk,38120
G5501130,1950,Sawyer,10323
G5501150,1950,Shawano,35249
G5501170,1950,Sheboygan,80631
G5501190,1950,Taylor,18456
G5501210,1950,Trempealeau,23730
G5501230,1950,Vernon,27906
G5501250,1950,Vilas,9363
G5501270,1950,Walworth,41584
G5501290,1950,Washburn,11665
G5501310,1950,Washington,33902
G5501330,1950,Waukesha,85901
G5501350,1950,Waupaca,35056
G5501370,1950,Waushara,13920
G5501390,1950,Winnebago,91103
G5501410,1950,Wood,50500
G5600010,1950,Albany,19055
G5600030,1950,Big Horn,13176
G5600050,1950,Campbell,4839
G5600070,1950,Carbon,15742
G5600090,1950,Converse,5933
G5600110,1950,Crook,4738
G5600130,1950,Fremont,19580
G5600150,1950,Goshen,12634
G5600170,1950,Hot Springs,5250
G5600190,1950,Johnson,4707
G5600210,1950,Laramie,47662
G5600230,1950,Lincoln,9023
G5600250,1950,Natrona,31437
G5600270,1950,Niobrara,4701
G5600290,1950,Park,15182
G5600310,1950,Platte,7925
G5600330,1950,Sheridan,20185
G5600350,1950,Sublette,2481
G5600370,1950,Sweetwater,22017
G5600390,1950,Teton,2593
G5600410,1950,Uinta,7331
G5600430,1950,Washakie,7252
G5600450,1950,Weston,6733
G5600470,1950,Yellowstone National Park,353
